시도교육청코드,시도교육청명,표준학교코드,학교명,식사코드,식사명,급식일자,급식인원수,요리명,원산지정보,칼로리정보,영양정보,수정일
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221130,785,채소비빔밥/약고추장  (5.6.)<br/>부추계란국  (1.9.13.)<br/>나박김치  <br/>귤  <br/>메이플피칸파이  (1.2.5.6.14.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,570.4 Kcal,탄수화물(g) : 86.3<br/>단백질(g) : 21.8<br/>지방(g) : 17.3<br/>비타민A(R.E) : 346.7<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 41.8<br/>칼슘(mg) : 205.2<br/>철분(mg) : 3.9,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221129,785,찰보리밥  <br/>오징어뭇국  (5.6.17.)<br/>참나물두부깨무침  (5.)<br/>돈육버섯불고기  (5.6.10.)<br/>배추김치  (9.)<br/>바람떡  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,492.1 Kcal,탄수화물(g) : 75.8<br/>단백질(g) : 32.7<br/>지방(g) : 7.5<br/>비타민A(R.E) : 136.7<br/>티아민(mg) : 0.5<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 9.5<br/>칼슘(mg) : 123.1<br/>철분(mg) : 3.3,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221128,785,차조밥  <br/>김치콩나물국  (9.)<br/>옥수수치즈구이  (2.5.6.8.9.)<br/>등갈비조림(바베큐)  (5.6.10.12.)<br/>깍두기  (9.)<br/>황금향  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,652.4 Kcal,탄수화물(g) : 78.9<br/>단백질(g) : 34.6<br/>지방(g) : 23.6<br/>비타민A(R.E) : 128.7<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 50.4<br/>칼슘(mg) : 254.6<br/>철분(mg) : 3.1,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221125,785,율무밥  <br/>돈육짜글이찌개  (5.6.10.)<br/>도토리묵무침  (5.6.)<br/>치즈계란말이  (1.2.10.)<br/>깍두기  (9.)<br/>바나나  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,545.2 Kcal,탄수화물(g) : 79.2<br/>단백질(g) : 24.1<br/>지방(g) : 15.9<br/>비타민A(R.E) : 202.6<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 8.9<br/>칼슘(mg) : 176.9<br/>철분(mg) : 3.4,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221124,785,고구마밥  <br/>우렁살된장국  (5.6.13.)<br/>오향장육/소스  (5.6.10.)<br/>상추겉절이  (5.6.13.)<br/>배추김치  (9.)<br/>귤  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,469.4 Kcal,탄수화물(g) : 65.5<br/>단백질(g) : 32.5<br/>지방(g) : 10.4<br/>비타민A(R.E) : 69.5<br/>티아민(mg) : 0.9<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 36.3<br/>칼슘(mg) : 231.7<br/>철분(mg) : 4.0,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221123,785,톳콩나물밥/부추양념장  (5.6.16.)<br/>들깨감자국  (5.6.)<br/>배추겉절이  (9.)<br/>사과  <br/>소떡소떡  (1.5.6.10.15.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,544.3 Kcal,탄수화물(g) : 110.6<br/>단백질(g) : 17.1<br/>지방(g) : 5.1<br/>비타민A(R.E) : 44.1<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 6.5<br/>칼슘(mg) : 117.6<br/>철분(mg) : 2.5,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221122,785,기장쌀밥  <br/>쇠고기버섯국  (5.6.16.)<br/>잡채  (5.6.10.)<br/>삼치데리구이  (5.6.18.)<br/>배추김치  (9.)<br/>배  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,525.2 Kcal,탄수화물(g) : 84.1<br/>단백질(g) : 28.1<br/>지방(g) : 9.5<br/>비타민A(R.E) : 134.4<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 12.2<br/>칼슘(mg) : 107.6<br/>철분(mg) : 2.7,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221121,785,검정쌀밥  <br/>시금치콩나물국  (5.6.)<br/>아몬드뮤즐리멸치볶음  (5.6.)<br/>오리불고기  (5.6.)<br/>배추김치  (9.)<br/>김구이  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,574.3 Kcal,탄수화물(g) : 72.5<br/>단백질(g) : 26.3<br/>지방(g) : 22.3<br/>비타민A(R.E) : 331.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 17.1<br/>칼슘(mg) : 172.4<br/>철분(mg) : 4.3,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221118,785,기장쌀밥  <br/>순두부찌개(해물)  (9.17.)<br/>다시마브로콜리/초장  (5.6.13.17.)<br/>공룡모양떡갈비조림  (5.6.10.18.)<br/>백김치  <br/>귤  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,555.2 Kcal,탄수화물(g) : 71.7<br/>단백질(g) : 29.6<br/>지방(g) : 18.1<br/>비타민A(R.E) : 83.8<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 49.5<br/>칼슘(mg) : 186.8<br/>철분(mg) : 4.1,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221117,785,혼합곡밥  (5.)<br/>근대감자된장국  (5.6.13.)<br/>쇠고기두부조림  (5.6.16.18.)<br/>오징어김치전  (5.6.9.17.)<br/>깍두기  (9.)<br/>사과  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,517.8 Kcal,탄수화물(g) : 78.3<br/>단백질(g) : 19.9<br/>지방(g) : 14.8<br/>비타민A(R.E) : 198.1<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 5.5<br/>칼슘(mg) : 164.9<br/>철분(mg) : 11.3,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221116,785,소고기토마토카레덮밥  (5.6.12.16.)<br/>꼬들장아찌  <br/>배추김치  (9.)<br/>요구르트  (2.)<br/>모닝빵에그샌드위치  (1.2.5.6.13.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,680.3 Kcal,탄수화물(g) : 111.2<br/>단백질(g) : 21.7<br/>지방(g) : 20.3<br/>비타민A(R.E) : 164.8<br/>티아민(mg) : 0.2<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 21.5<br/>칼슘(mg) : 144.5<br/>철분(mg) : 3.9,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221115,785,혼합곡밥  (5.)<br/>아욱된장국  (5.6.9.)<br/>돼지갈비찜  (5.6.10.)<br/>실곤약채소무침  (5.6.)<br/>배추김치  (9.)<br/>바나나  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,532.9 Kcal,탄수화물(g) : 76.7<br/>단백질(g) : 30.0<br/>지방(g) : 14.1<br/>비타민A(R.E) : 269.6<br/>티아민(mg) : 0.8<br/>리보플라빈(mg) : 0.6<br/>비타민C(mg) : 14.7<br/>칼슘(mg) : 217.1<br/>철분(mg) : 3.4,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221114,785,율무밥  <br/>모듬햄찌개  (5.6.9.10.12.)<br/>오절판/무쌈  (1.5.6.)<br/>임연수카레구이  (2.5.6.)<br/>백김치  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,526.5 Kcal,탄수화물(g) : 64.5<br/>단백질(g) : 27.8<br/>지방(g) : 17.7<br/>비타민A(R.E) : 91.9<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 15.6<br/>칼슘(mg) : 120.8<br/>철분(mg) : 5.7,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221111,785,기장쌀밥  <br/>북어포달걀국  (1.5.6.)<br/>온두부/돈육김치볶음  (5.6.9.10.13.)<br/>진미채오이무침  (5.6.13.17.)<br/>찰떡빼빼로바  (2.5.6.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,655.3 Kcal,탄수화물(g) : 85.2<br/>단백질(g) : 40.3<br/>지방(g) : 18.0<br/>비타민A(R.E) : 100.0<br/>티아민(mg) : 0.6<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 7.5<br/>칼슘(mg) : 158.5<br/>철분(mg) : 3.7,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221110,785,찰보리밥  <br/>닭고기미역국  (5.6.15.)<br/>달걀찜  (1.5.6.)<br/>떡볶이/김말이  (5.6.18.)<br/>배추김치  (9.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,617.1 Kcal,탄수화물(g) : 96.9<br/>단백질(g) : 25.3<br/>지방(g) : 15.3<br/>비타민A(R.E) : 190.6<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 6.4<br/>칼슘(mg) : 168.3<br/>철분(mg) : 7.2,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221109,785,김치볶음밥  (5.6.9.10.13.)<br/>유부미소장국  (5.6.13.)<br/>백김치  <br/>귤  <br/>불고기피자  (2.5.6.10.12.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,674.1 Kcal,탄수화물(g) : 86.0<br/>단백질(g) : 27.0<br/>지방(g) : 25.7<br/>비타민A(R.E) : 246.8<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 45.2<br/>칼슘(mg) : 367.1<br/>철분(mg) : 2.9,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221108,785,검정쌀밥  <br/>순살동태찌개  (5.6.)<br/>비엔나소세지케첩볶음  (1.5.6.10.12.13.)<br/>감자채파프리카볶음  (5.6.)<br/>배추김치  (9.)<br/>사과  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,556.7 Kcal,탄수화물(g) : 79.6<br/>단백질(g) : 27.4<br/>지방(g) : 16.0<br/>비타민A(R.E) : 88.6<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 41.8<br/>칼슘(mg) : 150.4<br/>철분(mg) : 3.0,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221107,785,차수수밥  <br/>참치김치찌개  (5.6.13.)<br/>간장순살찜닭2  (5.6.15.18.)<br/>새송이애호박볶음  (5.6.9.)<br/>깍두기  (9.)<br/>배  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,458.4 Kcal,탄수화물(g) : 67.3<br/>단백질(g) : 33.5<br/>지방(g) : 7.7<br/>비타민A(R.E) : 104.1<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 5.7<br/>칼슘(mg) : 134.3<br/>철분(mg) : 4.3,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221104,785,검정쌀밥  <br/>뼈없는감자탕  (5.6.9.10.13.)<br/>황포묵무침  (5.6.16.)<br/>참치채소전  (1.5.6.)<br/>배추김치  (9.)<br/>바나나  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,482.3 Kcal,탄수화물(g) : 79.4<br/>단백질(g) : 24.8<br/>지방(g) : 8.7<br/>비타민A(R.E) : 169.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.4<br/>비타민C(mg) : 8.5<br/>칼슘(mg) : 143.8<br/>철분(mg) : 5.2,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221103,785,기장쌀밥  <br/>황태콩나물국  (5.6.9.)<br/>메추리알양송이조림  (1.5.6.)<br/>매콤사태떡찜  (5.6.10.13.)<br/>배추김치  (9.)<br/>사과  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,585.6 Kcal,탄수화물(g) : 76.2<br/>단백질(g) : 38.4<br/>지방(g) : 15.5<br/>비타민A(R.E) : 136.7<br/>티아민(mg) : 0.7<br/>리보플라빈(mg) : 0.8<br/>비타민C(mg) : 7.6<br/>칼슘(mg) : 176.3<br/>철분(mg) : 4.3,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221102,785,짜장밥  (5.6.10.)<br/>유린기  (1.2.5.6.13.15.)<br/>배추김치  (9.)<br/>슬림단무지  <br/>요구르트  (2.),쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,689.0 Kcal,탄수화물(g) : 97.3<br/>단백질(g) : 34.0<br/>지방(g) : 18.8<br/>비타민A(R.E) : 155.7<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 20.5<br/>칼슘(mg) : 123.2<br/>철분(mg) : 3.1,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221101,785,찰보리밥  <br/>종합어묵국  (5.6.8.9.18.)<br/>숙주미나리무침  (5.6.)<br/>치즈불닭구이  (2.5.6.15.)<br/>배추김치  (9.)<br/>파인애플  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,499.2 Kcal,탄수화물(g) : 76.5<br/>단백질(g) : 35.3<br/>지방(g) : 7.5<br/>비타민A(R.E) : 137.5<br/>티아민(mg) : 0.3<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 25.1<br/>칼슘(mg) : 258.3<br/>철분(mg) : 2.8,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221031,785,차조밥  <br/>삼색수제비  (1.5.6.)<br/>아몬드뮤즐리멸치볶음  (5.6.)<br/>오리훈제/야채샐러드  (1.5.6.13.)<br/>배추김치  (9.)<br/>자몽푸딩  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,703.0 Kcal,탄수화물(g) : 76.9<br/>단백질(g) : 31.0<br/>지방(g) : 32.0<br/>비타민A(R.E) : 83.4<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.5<br/>비타민C(mg) : 28.9<br/>칼슘(mg) : 222.9<br/>철분(mg) : 3.9,20221103
G10,대전광역시교육청,7451071,대전구봉초등학교,2,중식,20221028,785,차수수밥  <br/>쇠고기버섯국  (5.6.16.)<br/>카프레제샐러드  (2.12.13.)<br/>연어구이/타르타르소스  (1.5.)<br/>배추김치  (9.)<br/>김구이  ,쌀 : 국내산<br/>김치류 : 국내산<br/>고춧가루(김치류) : 국내산<br/>쇠고기(종류) : 국내산(한우)<br/>돼지고기 : 국내산<br/>닭고기 : 국내산<br/>오리고기 : 국내산<br/>쇠고기 식육가공품 : 국내산<br/>돼지고기 식육가공품 : 국내산<br/>닭고기 식육가공품 : 국내산<br/>오리고기 가공품 : 국내산<br/>낙지 : 국내산<br/>고등어 : 국내산<br/>갈치 : 국내산<br/>오징어 : 국내산<br/>꽃게 : 국내산<br/>참조기 : 국내산<br/>콩 : 국내산,629.8 Kcal,탄수화물(g) : 65.9<br/>단백질(g) : 26.7<br/>지방(g) : 31.0<br/>비타민A(R.E) : 131.1<br/>티아민(mg) : 0.4<br/>리보플라빈(mg) : 0.3<br/>비타민C(mg) : 12.6<br/>칼슘(mg) : 266.5<br/>철분(mg) : 3.2,20221103
